Year,Parameter,Distance,date
2014,LOS,2000,168
2014,LOS,2000,241
2014,LOS,2000,242
2014,LOS,2000,248
2014,LOS,2000,249
2014,LOS,2000,250
2014,LOS,2000,254
2014,LOS,2000,254
2014,LOS,2000,254
2014,LOS,2000,255
2014,LOS,2000,255
2014,LOS,2000,256
2014,LOS,2000,257
2014,LOS,2000,257
2014,LOS,2000,257
2014,LOS,2000,258
2014,LOS,2000,258
2014,LOS,2000,258
2014,LOS,2000,258
2014,LOS,2000,258
2014,LOS,2000,259
2014,LOS,2000,259
2014,LOS,2000,260
2014,LOS,2000,260
2014,LOS,2000,260
2014,LOS,2000,260
2014,LOS,2000,260
2014,LOS,2000,260
2014,LOS,2000,261
2014,LOS,2000,261
2014,LOS,2000,261
2014,LOS,2000,261
2014,LOS,2000,261
2014,LOS,2000,262
2014,LOS,2000,263
2014,LOS,2000,264
2014,LOS,2000,264
2014,LOS,2000,264
2014,LOS,2000,265
2014,LOS,2000,265
2014,LOS,2000,266
2014,LOS,2000,267
2014,LOS,2000,268
2014,LOS,2000,269
2014,LOS,2000,269
2014,LOS,2000,270
2014,LOS,2000,271
2014,LOS,2000,273
2014,LOS,2000,273
2014,LOS,2000,273
2014,LOS,2000,274
2014,LOS,2000,274
2014,LOS,2000,275
2014,LOS,2000,277
2014,LOS,2000,277
2014,LOS,2000,289
2014,LOS,4000,232
2014,LOS,4000,232
2014,LOS,4000,233
2014,LOS,4000,235
2014,LOS,4000,238
2014,LOS,4000,238
2014,LOS,4000,239
2014,LOS,4000,241
2014,LOS,4000,241
2014,LOS,4000,242
2014,LOS,4000,245
2014,LOS,4000,246
2014,LOS,4000,246
2014,LOS,4000,246
2014,LOS,4000,246
2014,LOS,4000,247
2014,LOS,4000,248
2014,LOS,4000,248
2014,LOS,4000,249
2014,LOS,4000,249
2014,LOS,4000,249
2014,LOS,4000,249
2014,LOS,4000,250
2014,LOS,4000,250
2014,LOS,4000,251
2014,LOS,4000,251
2014,LOS,4000,251
2014,LOS,4000,251
2014,LOS,4000,252
2014,LOS,4000,252
2014,LOS,4000,252
2014,LOS,4000,253
2014,LOS,4000,253
2014,LOS,4000,253
2014,LOS,4000,253
2014,LOS,4000,254
2014,LOS,4000,254
2014,LOS,4000,254
2014,LOS,4000,255
2014,LOS,4000,255
2014,LOS,4000,255
2014,LOS,4000,255
2014,LOS,4000,256
2014,LOS,4000,256
2014,LOS,4000,256
2014,LOS,4000,256
2014,LOS,4000,256
2014,LOS,4000,256
2014,LOS,4000,256
2014,LOS,4000,257
2014,LOS,4000,257
2014,LOS,4000,257
2014,LOS,4000,257
2014,LOS,4000,257
2014,LOS,4000,258
2014,LOS,4000,258
2014,LOS,4000,258
2014,LOS,4000,258
2014,LOS,4000,258
2014,LOS,4000,258
2014,LOS,4000,258
2014,LOS,4000,259
2014,LOS,4000,259
2014,LOS,4000,260
2014,LOS,4000,260
2014,LOS,4000,260
2014,LOS,4000,261
2014,LOS,4000,261
2014,LOS,4000,262
2014,LOS,4000,262
2014,LOS,4000,263
2014,LOS,4000,263
2014,LOS,4000,263
2014,LOS,4000,263
2014,LOS,4000,263
2014,LOS,4000,264
2014,LOS,4000,264
2014,LOS,4000,264
2014,LOS,4000,264
2014,LOS,4000,265
2014,LOS,4000,265
2014,LOS,4000,265
2014,LOS,4000,266
2014,LOS,4000,266
2014,LOS,4000,266
2014,LOS,4000,266
2014,LOS,4000,267
2014,LOS,4000,267
2014,LOS,4000,267
2014,LOS,4000,268
2014,LOS,4000,268
2014,LOS,4000,268
2014,LOS,4000,268
2014,LOS,4000,269
2014,LOS,4000,269
2014,LOS,4000,269
2014,LOS,4000,270
2014,LOS,4000,270
2014,LOS,4000,270
2014,LOS,4000,271
2014,LOS,4000,271
2014,LOS,4000,271
2014,LOS,4000,271
2014,LOS,4000,271
2014,LOS,4000,271
2014,LOS,4000,271
2014,LOS,4000,272
2014,LOS,4000,272
2014,LOS,4000,272
2014,LOS,4000,272
2014,LOS,4000,273
2014,LOS,4000,273
2014,LOS,4000,273
2014,LOS,4000,273
2014,LOS,4000,274
2014,LOS,4000,277
2014,LOS,4000,277
2014,LOS,4000,277
2014,LOS,4000,277
2014,LOS,4000,278
2014,LOS,4000,278
2014,LOS,4000,279
2014,LOS,4000,282
2014,LOS,4000,282
2014,LOS,4000,284
2014,LOS,4000,285
2014,LOS,4000,286
2014,LOS,4000,287
2014,LOS,4000,288
2014,LOS,4000,289
2014,LOS,4000,290
2014,LOS,4000,290
2014,LOS,4000,297
2014,LOS,4000,298
2014,LOS,4000,314
2014,LOS,6000,237
2014,LOS,6000,238
2014,LOS,6000,239
2014,LOS,6000,239
2014,LOS,6000,239
2014,LOS,6000,240
2014,LOS,6000,241
2014,LOS,6000,241
2014,LOS,6000,242
2014,LOS,6000,242
2014,LOS,6000,243
2014,LOS,6000,243
2014,LOS,6000,243
2014,LOS,6000,244
2014,LOS,6000,244
2014,LOS,6000,244
2014,LOS,6000,245
2014,LOS,6000,245
2014,LOS,6000,245
2014,LOS,6000,245
2014,LOS,6000,245
2014,LOS,6000,245
2014,LOS,6000,246
2014,LOS,6000,246
2014,LOS,6000,246
2014,LOS,6000,246
2014,LOS,6000,246
2014,LOS,6000,246
2014,LOS,6000,246
2014,LOS,6000,247
2014,LOS,6000,247
2014,LOS,6000,247
2014,LOS,6000,247
2014,LOS,6000,248
2014,LOS,6000,248
2014,LOS,6000,248
2014,LOS,6000,248
2014,LOS,6000,248
