Year,Parameter,Distance,date
2016,LOS,2000,171
2016,LOS,2000,216
2016,LOS,2000,222
2016,LOS,2000,223
2016,LOS,2000,223
2016,LOS,2000,223
2016,LOS,2000,225
2016,LOS,2000,227
2016,LOS,2000,229
2016,LOS,2000,229
2016,LOS,2000,230
2016,LOS,2000,230
2016,LOS,2000,231
2016,LOS,2000,231
2016,LOS,2000,233
2016,LOS,2000,233
2016,LOS,2000,235
2016,LOS,2000,236
2016,LOS,2000,238
2016,LOS,2000,238
2016,LOS,2000,238
2016,LOS,2000,238
2016,LOS,2000,239
2016,LOS,2000,240
2016,LOS,2000,240
2016,LOS,2000,241
2016,LOS,2000,241
2016,LOS,2000,241
2016,LOS,2000,243
2016,LOS,2000,244
2016,LOS,2000,244
2016,LOS,2000,246
2016,LOS,2000,247
2016,LOS,2000,247
2016,LOS,2000,249
2016,LOS,2000,250
2016,LOS,2000,250
2016,LOS,2000,253
2016,LOS,2000,259
2016,LOS,2000,260
2016,LOS,2000,264
2016,LOS,2000,268
2016,LOS,2000,270
2016,LOS,2000,270
2016,LOS,2000,271
2016,LOS,2000,279
2016,LOS,2000,286
2016,LOS,2000,287
2016,LOS,2000,301
2016,LOS,2000,311
2016,LOS,2000,324
2016,LOS,4000,203
2016,LOS,4000,208
2016,LOS,4000,211
2016,LOS,4000,212
2016,LOS,4000,213
2016,LOS,4000,213
2016,LOS,4000,214
2016,LOS,4000,214
2016,LOS,4000,216
2016,LOS,4000,217
2016,LOS,4000,218
2016,LOS,4000,219
2016,LOS,4000,221
2016,LOS,4000,223
2016,LOS,4000,223
2016,LOS,4000,223
2016,LOS,4000,225
2016,LOS,4000,225
2016,LOS,4000,226
2016,LOS,4000,226
2016,LOS,4000,227
2016,LOS,4000,227
2016,LOS,4000,227
2016,LOS,4000,227
2016,LOS,4000,228
2016,LOS,4000,229
2016,LOS,4000,229
2016,LOS,4000,230
2016,LOS,4000,230
2016,LOS,4000,230
2016,LOS,4000,230
2016,LOS,4000,230
2016,LOS,4000,230
2016,LOS,4000,231
2016,LOS,4000,232
2016,LOS,4000,232
2016,LOS,4000,233
2016,LOS,4000,233
2016,LOS,4000,234
2016,LOS,4000,234
2016,LOS,4000,234
2016,LOS,4000,234
2016,LOS,4000,237
2016,LOS,4000,237
2016,LOS,4000,237
2016,LOS,4000,237
2016,LOS,4000,237
2016,LOS,4000,237
2016,LOS,4000,237
2016,LOS,4000,238
2016,LOS,4000,238
2016,LOS,4000,239
2016,LOS,4000,239
2016,LOS,4000,239
2016,LOS,4000,239
2016,LOS,4000,240
2016,LOS,4000,241
2016,LOS,4000,241
2016,LOS,4000,241
2016,LOS,4000,242
2016,LOS,4000,242
2016,LOS,4000,242
2016,LOS,4000,242
2016,LOS,4000,242
2016,LOS,4000,243
2016,LOS,4000,243
2016,LOS,4000,243
2016,LOS,4000,243
2016,LOS,4000,243
2016,LOS,4000,243
2016,LOS,4000,243
2016,LOS,4000,243
2016,LOS,4000,244
2016,LOS,4000,244
2016,LOS,4000,244
2016,LOS,4000,245
2016,LOS,4000,245
2016,LOS,4000,245
2016,LOS,4000,246
2016,LOS,4000,246
2016,LOS,4000,246
