Year,Parameter,Distance,date
2010,LOS,2000,241
2010,LOS,2000,244
2010,LOS,2000,249
2010,LOS,2000,249
2010,LOS,2000,251
2010,LOS,2000,252
2010,LOS,2000,252
2010,LOS,2000,253
2010,LOS,2000,255
2010,LOS,2000,255
2010,LOS,2000,256
2010,LOS,2000,258
2010,LOS,2000,258
2010,LOS,2000,258
2010,LOS,2000,258
2010,LOS,2000,259
2010,LOS,2000,259
2010,LOS,2000,260
2010,LOS,2000,260
2010,LOS,2000,260
2010,LOS,2000,261
2010,LOS,2000,262
2010,LOS,2000,262
2010,LOS,2000,262
2010,LOS,2000,263
2010,LOS,2000,263
2010,LOS,2000,264
2010,LOS,2000,264
2010,LOS,2000,264
2010,LOS,2000,265
2010,LOS,2000,265
2010,LOS,2000,266
2010,LOS,2000,266
2010,LOS,2000,266
2010,LOS,2000,267
2010,LOS,2000,267
2010,LOS,2000,268
2010,LOS,2000,270
2010,LOS,2000,270
2010,LOS,2000,271
2010,LOS,2000,271
2010,LOS,2000,272
2010,LOS,2000,272
2010,LOS,2000,274
2010,LOS,2000,274
2010,LOS,2000,274
2010,LOS,2000,274
2010,LOS,2000,275
2010,LOS,2000,276
2010,LOS,2000,277
2010,LOS,2000,279
2010,LOS,2000,279
2010,LOS,2000,280
2010,LOS,2000,280
2010,LOS,2000,281
2010,LOS,2000,283
2010,LOS,2000,284
2010,LOS,2000,285
2010,LOS,2000,285
2010,LOS,2000,289
2010,LOS,2000,297
2010,LOS,4000,222
2010,LOS,4000,224
2010,LOS,4000,231
2010,LOS,4000,233
2010,LOS,4000,235
2010,LOS,4000,238
2010,LOS,4000,239
2010,LOS,4000,240
2010,LOS,4000,241
2010,LOS,4000,242
2010,LOS,4000,242
2010,LOS,4000,242
2010,LOS,4000,242
2010,LOS,4000,242
2010,LOS,4000,243
2010,LOS,4000,244
2010,LOS,4000,246
2010,LOS,4000,247
2010,LOS,4000,247
2010,LOS,4000,248
2010,LOS,4000,248
2010,LOS,4000,248
2010,LOS,4000,249
2010,LOS,4000,249
2010,LOS,4000,250
2010,LOS,4000,250
2010,LOS,4000,251
2010,LOS,4000,251
2010,LOS,4000,252
2010,LOS,4000,252
2010,LOS,4000,253
2010,LOS,4000,254
2010,LOS,4000,254
2010,LOS,4000,254
2010,LOS,4000,254
2010,LOS,4000,255
2010,LOS,4000,255
2010,LOS,4000,255
2010,LOS,4000,255
2010,LOS,4000,255
2010,LOS,4000,256
2010,LOS,4000,257
2010,LOS,4000,257
2010,LOS,4000,257
2010,LOS,4000,258
2010,LOS,4000,258
2010,LOS,4000,258
2010,LOS,4000,258
2010,LOS,4000,259
2010,LOS,4000,259
2010,LOS,4000,259
2010,LOS,4000,260
2010,LOS,4000,260
2010,LOS,4000,260
2010,LOS,4000,260
2010,LOS,4000,260
2010,LOS,4000,260
2010,LOS,4000,260
2010,LOS,4000,260
2010,LOS,4000,260
2010,LOS,4000,261
2010,LOS,4000,261
2010,LOS,4000,261
2010,LOS,4000,261
2010,LOS,4000,262
2010,LOS,4000,262
2010,LOS,4000,262
2010,LOS,4000,263
2010,LOS,4000,263
2010,LOS,4000,263
2010,LOS,4000,263
2010,LOS,4000,263
2010,LOS,4000,263
2010,LOS,4000,263
2010,LOS,4000,263
2010,LOS,4000,264
2010,LOS,4000,264
2010,LOS,4000,264
2010,LOS,4000,264
2010,LOS,4000,265
2010,LOS,4000,265
2010,LOS,4000,265
2010,LOS,4000,266
2010,LOS,4000,266
2010,LOS,4000,267
2010,LOS,4000,267
2010,LOS,4000,267
2010,LOS,4000,268
2010,LOS,4000,268
2010,LOS,4000,268
2010,LOS,4000,268
2010,LOS,4000,269
2010,LOS,4000,269
2010,LOS,4000,269
2010,LOS,4000,270
2010,LOS,4000,270
2010,LOS,4000,270
2010,LOS,4000,270
2010,LOS,4000,270
