Year,Parameter,Distance,date
2008,LOS,2K,94
2008,LOS,2K,99
2008,LOS,2K,187
2008,LOS,2K,189
2008,LOS,2K,197
2008,LOS,2K,204
2008,LOS,2K,204
2008,LOS,2K,211
2008,LOS,2K,212
2008,LOS,2K,215
2008,LOS,2K,215
2008,LOS,2K,218
2008,LOS,2K,218
2008,LOS,2K,219
2008,LOS,2K,224
2008,LOS,2K,229
2008,LOS,2K,229
2008,LOS,2K,229
2008,LOS,2K,230
2008,LOS,2K,233
2008,LOS,2K,233
2008,LOS,2K,234
2008,LOS,2K,234
2008,LOS,2K,236
2008,LOS,2K,237
2008,LOS,2K,238
2008,LOS,2K,238
2008,LOS,2K,239
2008,LOS,2K,239
2008,LOS,2K,240
2008,LOS,2K,240
2008,LOS,2K,241
2008,LOS,2K,241
2008,LOS,2K,243
2008,LOS,2K,244
2008,LOS,2K,245
2008,LOS,2K,245
2008,LOS,2K,245
2008,LOS,2K,247
2008,LOS,2K,247
2008,LOS,2K,247
2008,LOS,2K,247
2008,LOS,2K,247
2008,LOS,2K,250
2008,LOS,2K,255
2008,LOS,2K,256
2008,LOS,2K,260
2008,LOS,2K,262
2008,LOS,2K,262
2008,LOS,2K,263
2008,LOS,2K,263
2008,LOS,2K,265
2008,LOS,2K,265
2008,LOS,2K,269
2008,LOS,2K,272
2008,LOS,4K,135
2008,LOS,4K,140
2008,LOS,4K,150
2008,LOS,4K,152
2008,LOS,4K,152
2008,LOS,4K,156
2008,LOS,4K,159
2008,LOS,4K,161
2008,LOS,4K,163
2008,LOS,4K,168
2008,LOS,4K,177
2008,LOS,4K,179
2008,LOS,4K,185
2008,LOS,4K,186
2008,LOS,4K,187
2008,LOS,4K,187
2008,LOS,4K,191
2008,LOS,4K,193
2008,LOS,4K,193
2008,LOS,4K,194
2008,LOS,4K,194
2008,LOS,4K,194
2008,LOS,4K,194
2008,LOS,4K,195
2008,LOS,4K,197
2008,LOS,4K,199
2008,LOS,4K,201
2008,LOS,4K,201
2008,LOS,4K,202
2008,LOS,4K,204
2008,LOS,4K,206
2008,LOS,4K,207
2008,LOS,4K,209
2008,LOS,4K,210
2008,LOS,4K,214
2008,LOS,4K,215
2008,LOS,4K,216
2008,LOS,4K,217
2008,LOS,4K,221
2008,LOS,4K,221
2008,LOS,4K,221
2008,LOS,4K,222
2008,LOS,4K,226
2008,LOS,4K,227
2008,LOS,4K,228
2008,LOS,4K,228
2008,LOS,4K,228
2008,LOS,4K,229
2008,LOS,4K,230
2008,LOS,4K,230
2008,LOS,4K,230
2008,LOS,4K,230
2008,LOS,4K,231
2008,LOS,4K,232
2008,LOS,4K,232
2008,LOS,4K,233
2008,LOS,4K,233
2008,LOS,4K,233
2008,LOS,4K,234
2008,LOS,4K,234
2008,LOS,4K,235
2008,LOS,4K,235
2008,LOS,4K,235
2008,LOS,4K,236
2008,LOS,4K,237
2008,LOS,4K,238
2008,LOS,4K,238
2008,LOS,4K,238
2008,LOS,4K,239
2008,LOS,4K,239
2008,LOS,4K,239
2008,LOS,4K,239
2008,LOS,4K,240
2008,LOS,4K,240
2008,LOS,4K,241
2008,LOS,4K,241
2008,LOS,4K,241
2008,LOS,4K,242
2008,LOS,4K,242
2008,LOS,4K,242
2008,LOS,4K,244
2008,LOS,4K,244
2008,LOS,4K,245
2008,LOS,4K,246
2008,LOS,4K,246
2008,LOS,4K,246
2008,LOS,4K,247
2008,LOS,4K,248
2008,LOS,4K,248
2008,LOS,4K,248
2008,LOS,4K,248
2008,LOS,4K,249
2008,LOS,4K,250
2008,LOS,4K,250
2008,LOS,4K,250
2008,LOS,4K,251
2008,LOS,4K,251
2008,LOS,4K,251
2008,LOS,4K,252
2008,LOS,4K,252
2008,LOS,4K,253
2008,LOS,4K,254
2008,LOS,4K,256
2008,LOS,4K,256
2008,LOS,4K,256
2008,LOS,4K,258
2008,LOS,4K,262
2008,LOS,4K,270
2008,LOS,4K,278
2008,LOS,4K,263
2008,LOS,4K,263
2008,LOS,6K,112
2008,LOS,6K,143
2008,LOS,6K,146
2008,LOS,6K,148
2008,LOS,6K,150
2008,LOS,6K,151
2008,LOS,6K,151
2008,LOS,6K,157
2008,LOS,6K,158
2008,LOS,6K,163
2008,LOS,6K,165
2008,LOS,6K,166
2008,LOS,6K,171
2008,LOS,6K,178
2008,LOS,6K,181
2008,LOS,6K,181
2008,LOS,6K,182
2008,LOS,6K,184
2008,LOS,6K,192
2008,LOS,6K,192
2008,LOS,6K,192
2008,LOS,6K,193
2008,LOS,6K,194
2008,LOS,6K,195
2008,LOS,6K,196
2008,LOS,6K,197
2008,LOS,6K,198
2008,LOS,6K,199
2008,LOS,6K,200
2008,LOS,6K,200
2008,LOS,6K,201
2008,LOS,6K,201
2008,LOS,6K,203
2008,LOS,6K,203
2008,LOS,6K,203
2008,LOS,6K,203
2008,LOS,6K,203
2008,LOS,6K,204
2008,LOS,6K,204
2008,LOS,6K,205
2008,LOS,6K,205
2008,LOS,6K,206
2008,LOS,6K,207
2008,LOS,6K,207
2008,LOS,6K,207
2008,LOS,6K,207
2008,LOS,6K,207
2008,LOS,6K,207
2008,LOS,6K,208
2008,LOS,6K,209
2008,LOS,6K,209
2008,LOS,6K,209
2008,LOS,6K,209
2008,LOS,6K,210
2008,LOS,6K,210
2008,LOS,6K,210
2008,LOS,6K,211
2008,LOS,6K,212
2008,LOS,6K,212
2008,LOS,6K,213
2008,LOS,6K,214
2008,LOS,6K,215
2008,LOS,6K,215
2008,LOS,6K,216
2008,LOS,6K,216
2008,LOS,6K,217
2008,LOS,6K,217
2008,LOS,6K,218
2008,LOS,6K,219
2008,LOS,6K,219
2008,LOS,6K,219
2008,LOS,6K,220
2008,LOS,6K,221
2008,LOS,6K,222
2008,LOS,6K,222
2008,LOS,6K,224
2008,LOS,6K,224
2008,LOS,6K,224
2008,LOS,6K,226
2008,LOS,6K,226
2008,LOS,6K,227
2008,LOS,6K,227
2008,LOS,6K,228
2008,LOS,6K,228
2008,LOS,6K,229
2008,LOS,6K,229
2008,LOS,6K,230
2008,LOS,6K,230
2008,LOS,6K,230
2008,LOS,6K,231
2008,LOS,6K,231
2008,LOS,6K,231
2008,LOS,6K,231
2008,LOS,6K,232
2008,LOS,6K,232
2008,LOS,6K,232
2008,LOS,6K,233
2008,LOS,6K,233
2008,LOS,6K,233
2008,LOS,6K,234
2008,LOS,6K,234
2008,LOS,6K,234
2008,LOS,6K,235
2008,LOS,6K,235
2008,LOS,6K,235
2008,LOS,6K,235
2008,LOS,6K,236
2008,LOS,6K,236
2008,LOS,6K,236
2008,LOS,6K,236
2008,LOS,6K,237
2008,LOS,6K,237
2008,LOS,6K,237
2008,LOS,6K,237
2008,LOS,6K,238
2008,LOS,6K,238
2008,LOS,6K,238
2008,LOS,6K,238
2008,LOS,6K,238
2008,LOS,6K,238
2008,LOS,6K,238
2008,LOS,6K,238
2008,LOS,6K,239
2008,LOS,6K,239
2008,LOS,6K,240
2008,LOS,6K,241
2008,LOS,6K,241
2008,LOS,6K,242
2008,LOS,6K,242
2008,LOS,6K,242
2008,LOS,6K,242
2008,LOS,6K,242
2008,LOS,6K,242
2008,LOS,6K,242
2008,LOS,6K,242
2008,LOS,6K,242
2008,LOS,6K,243
2008,LOS,6K,243
2008,LOS,6K,244
2008,LOS,6K,244
2008,LOS,6K,244
2008,LOS,6K,244
2008,LOS,6K,244
2008,LOS,6K,244
2008,LOS,6K,244
2008,LOS,6K,245
2008,LOS,6K,245
2008,LOS,6K,245
2008,LOS,6K,245
2008,LOS,6K,245
2008,LOS,6K,245
2008,LOS,6K,245
2008,LOS,6K,245
2008,LOS,6K,245
2008,LOS,6K,245
2008,LOS,6K,246
2008,LOS,6K,246
2008,LOS,6K,246
2008,LOS,6K,246
2008,LOS,6K,247
2008,LOS,6K,247
2008,LOS,6K,247
2008,LOS,6K,247
2008,LOS,6K,247
2008,LOS,6K,247
2008,LOS,6K,248
2008,LOS,6K,248
2008,LOS,6K,249
2008,LOS,6K,249
2008,LOS,6K,249
2008,LOS,6K,249
2008,LOS,6K,250
2008,LOS,6K,250
2008,LOS,6K,250
2008,LOS,6K,250
2008,LOS,6K,250
2008,LOS,6K,250
2008,LOS,6K,251
2008,LOS,6K,251
2008,LOS,6K,251
2008,LOS,6K,251
2008,LOS,6K,253
2008,LOS,6K,253
2008,LOS,6K,254
2008,LOS,6K,254
2008,LOS,6K,255
2008,LOS,6K,255
2008,LOS,6K,255
2008,LOS,6K,255
2008,LOS,6K,256
2008,LOS,6K,256
2008,LOS,6K,256
2008,LOS,6K,257
2008,LOS,6K,257
2008,LOS,6K,258
2008,LOS,6K,258
2008,LOS,6K,258
2008,LOS,6K,258
2008,LOS,6K,259
2008,LOS,6K,259
2008,LOS,6K,259
2008,LOS,6K,260
2008,LOS,6K,260
2008,LOS,6K,260
2008,LOS,6K,260
2008,LOS,6K,261
2008,LOS,6K,262
2008,LOS,6K,262
2008,LOS,6K,262
2008,LOS,6K,263
2008,LOS,6K,264
2008,LOS,6K,265
2008,LOS,6K,266
2008,LOS,6K,268
2008,LOS,6K,269
2008,LOS,6K,271
2008,LOS,6K,271
2008,LOS,6K,272
2008,LOS,6K,272
2008,LOS,6K,274
2008,LOS,6K,280
2008,LOS,8K,85
2008,LOS,8K,142
2008,LOS,8K,167
2008,LOS,8K,180
2008,LOS,8K,182
2008,LOS,8K,188
2008,LOS,8K,189
2008,LOS,8K,191
2008,LOS,8K,193
2008,LOS,8K,194
2008,LOS,8K,195
2008,LOS,8K,196
2008,LOS,8K,199
2008,LOS,8K,199
2008,LOS,8K,199
2008,LOS,8K,201
2008,LOS,8K,201
2008,LOS,8K,201
2008,LOS,8K,202
2008,LOS,8K,202
2008,LOS,8K,202
2008,LOS,8K,202
2008,LOS,8K,203
2008,LOS,8K,203
2008,LOS,8K,203
2008,LOS,8K,203
2008,LOS,8K,204
