Year,Parameter,Distance,date
2015,LOS,2000,150
2015,LOS,2000,167
2015,LOS,2000,180
2015,LOS,2000,195
2015,LOS,2000,201
2015,LOS,2000,205
2015,LOS,2000,207
2015,LOS,2000,212
2015,LOS,2000,213
2015,LOS,2000,217
2015,LOS,2000,218
2015,LOS,2000,219
2015,LOS,2000,219
2015,LOS,2000,222
2015,LOS,2000,222
2015,LOS,2000,224
2015,LOS,2000,224
2015,LOS,2000,228
2015,LOS,2000,237
2015,LOS,2000,244
2015,LOS,2000,252
2015,LOS,2000,253
2015,LOS,2000,253
2015,LOS,2000,255
2015,LOS,2000,256
2015,LOS,2000,256
2015,LOS,2000,257
2015,LOS,2000,259
2015,LOS,2000,262
2015,LOS,2000,265
2015,LOS,2000,265
2015,LOS,2000,266
2015,LOS,2000,268
2015,LOS,2000,269
2015,LOS,2000,269
2015,LOS,2000,270
2015,LOS,2000,271
2015,LOS,2000,272
2015,LOS,2000,276
2015,LOS,2000,278
2015,LOS,2000,279
2015,LOS,2000,281
2015,LOS,2000,283
2015,LOS,2000,284
2015,LOS,2000,286
2015,LOS,2000,287
2015,LOS,2000,287
2015,LOS,2000,295
2015,LOS,2000,295
2015,LOS,2000,301
2015,LOS,4000,136
2015,LOS,4000,138
2015,LOS,4000,146
2015,LOS,4000,149
2015,LOS,4000,153
2015,LOS,4000,167
2015,LOS,4000,171
2015,LOS,4000,173
2015,LOS,4000,185
2015,LOS,4000,188
2015,LOS,4000,188
2015,LOS,4000,191
2015,LOS,4000,192
2015,LOS,4000,192
2015,LOS,4000,192
2015,LOS,4000,193
2015,LOS,4000,194
2015,LOS,4000,194
2015,LOS,4000,196
2015,LOS,4000,198
2015,LOS,4000,199
2015,LOS,4000,200
2015,LOS,4000,200
2015,LOS,4000,204
2015,LOS,4000,204
2015,LOS,4000,204
2015,LOS,4000,205
2015,LOS,4000,206
2015,LOS,4000,210
2015,LOS,4000,210
2015,LOS,4000,210
2015,LOS,4000,211
2015,LOS,4000,212
2015,LOS,4000,213
2015,LOS,4000,214
2015,LOS,4000,214
2015,LOS,4000,215
2015,LOS,4000,216
2015,LOS,4000,216
2015,LOS,4000,219
2015,LOS,4000,219
2015,LOS,4000,220
2015,LOS,4000,220
2015,LOS,4000,222
2015,LOS,4000,223
2015,LOS,4000,223
2015,LOS,4000,224
2015,LOS,4000,225
2015,LOS,4000,226
2015,LOS,4000,227
2015,LOS,4000,228
2015,LOS,4000,229
2015,LOS,4000,230
2015,LOS,4000,230
2015,LOS,4000,230
2015,LOS,4000,230
2015,LOS,4000,231
2015,LOS,4000,233
2015,LOS,4000,234
2015,LOS,4000,235
2015,LOS,4000,235
2015,LOS,4000,236
2015,LOS,4000,236
2015,LOS,4000,236
2015,LOS,4000,237
2015,LOS,4000,237
2015,LOS,4000,237
2015,LOS,4000,238
2015,LOS,4000,239
2015,LOS,4000,241
2015,LOS,4000,241
2015,LOS,4000,241
2015,LOS,4000,241
2015,LOS,4000,242
2015,LOS,4000,242
2015,LOS,4000,243
2015,LOS,4000,243
2015,LOS,4000,244
2015,LOS,4000,245
2015,LOS,4000,245
2015,LOS,4000,246
2015,LOS,4000,248
2015,LOS,4000,248
2015,LOS,4000,248
2015,LOS,4000,248
2015,LOS,4000,248
2015,LOS,4000,248
2015,LOS,4000,250
2015,LOS,4000,250
2015,LOS,4000,252
2015,LOS,4000,252
2015,LOS,4000,252
2015,LOS,4000,252
2015,LOS,4000,253
2015,LOS,4000,254
2015,LOS,4000,254
2015,LOS,4000,254
2015,LOS,4000,254
2015,LOS,4000,255
2015,LOS,4000,255
2015,LOS,4000,255
2015,LOS,4000,256
2015,LOS,4000,257
2015,LOS,4000,257
2015,LOS,4000,257
2015,LOS,4000,259
2015,LOS,4000,259
2015,LOS,4000,260
2015,LOS,4000,260
2015,LOS,4000,261
2015,LOS,4000,263
2015,LOS,4000,263
2015,LOS,4000,263
2015,LOS,4000,264
2015,LOS,4000,266
2015,LOS,4000,266
2015,LOS,4000,266
2015,LOS,4000,267
2015,LOS,4000,267
2015,LOS,4000,268
2015,LOS,4000,268
2015,LOS,4000,272
2015,LOS,4000,273
2015,LOS,4000,276
2015,LOS,4000,281
2015,LOS,4000,286
2015,LOS,4000,293
2015,LOS,4000,297
2015,LOS,4000,301
2015,LOS,4000,302
2015,LOS,4000,315
2015,LOS,6000,135
2015,LOS,6000,161
2015,LOS,6000,161
2015,LOS,6000,162
2015,LOS,6000,162
2015,LOS,6000,163
2015,LOS,6000,166
2015,LOS,6000,168
2015,LOS,6000,181
2015,LOS,6000,184
2015,LOS,6000,184
2015,LOS,6000,185
2015,LOS,6000,186
2015,LOS,6000,186
2015,LOS,6000,186
2015,LOS,6000,187
2015,LOS,6000,187
2015,LOS,6000,188
2015,LOS,6000,192
2015,LOS,6000,193
2015,LOS,6000,196
2015,LOS,6000,197
2015,LOS,6000,197
2015,LOS,6000,198
2015,LOS,6000,198
2015,LOS,6000,199
2015,LOS,6000,201
2015,LOS,6000,201
2015,LOS,6000,201
2015,LOS,6000,202
2015,LOS,6000,203
2015,LOS,6000,204
2015,LOS,6000,204
2015,LOS,6000,205
2015,LOS,6000,205
2015,LOS,6000,205
2015,LOS,6000,205
2015,LOS,6000,206
2015,LOS,6000,206
2015,LOS,6000,206
2015,LOS,6000,207
2015,LOS,6000,207
2015,LOS,6000,207
2015,LOS,6000,208
2015,LOS,6000,208
2015,LOS,6000,209
2015,LOS,6000,209
2015,LOS,6000,210
2015,LOS,6000,210
2015,LOS,6000,211
2015,LOS,6000,212
2015,LOS,6000,212
2015,LOS,6000,212
2015,LOS,6000,213
2015,LOS,6000,213
2015,LOS,6000,213
2015,LOS,6000,214
2015,LOS,6000,214
2015,LOS,6000,214
2015,LOS,6000,214
2015,LOS,6000,215
2015,LOS,6000,215
2015,LOS,6000,215
2015,LOS,6000,215
2015,LOS,6000,216
2015,LOS,6000,217
2015,LOS,6000,217
2015,LOS,6000,217
2015,LOS,6000,218
2015,LOS,6000,218
2015,LOS,6000,219
2015,LOS,6000,219
2015,LOS,6000,219
2015,LOS,6000,220
2015,LOS,6000,221
2015,LOS,6000,222
2015,LOS,6000,222
2015,LOS,6000,222
2015,LOS,6000,222
2015,LOS,6000,222
2015,LOS,6000,222
2015,LOS,6000,222
2015,LOS,6000,223
2015,LOS,6000,223
2015,LOS,6000,224
2015,LOS,6000,225
2015,LOS,6000,225
2015,LOS,6000,226
2015,LOS,6000,226
2015,LOS,6000,228
2015,LOS,6000,228
2015,LOS,6000,229
2015,LOS,6000,229
2015,LOS,6000,229
2015,LOS,6000,229
2015,LOS,6000,231
2015,LOS,6000,231
2015,LOS,6000,232
2015,LOS,6000,232
2015,LOS,6000,232
2015,LOS,6000,232
2015,LOS,6000,233
2015,LOS,6000,233
2015,LOS,6000,233
2015,LOS,6000,233
2015,LOS,6000,236
2015,LOS,6000,236
2015,LOS,6000,236
2015,LOS,6000,237
2015,LOS,6000,237
2015,LOS,6000,237
2015,LOS,6000,238
2015,LOS,6000,238
2015,LOS,6000,238
2015,LOS,6000,239
2015,LOS,6000,239
2015,LOS,6000,240
2015,LOS,6000,240
2015,LOS,6000,240
2015,LOS,6000,241
2015,LOS,6000,241
2015,LOS,6000,241
2015,LOS,6000,242
2015,LOS,6000,242
2015,LOS,6000,242
2015,LOS,6000,243
2015,LOS,6000,243
2015,LOS,6000,243
2015,LOS,6000,244
2015,LOS,6000,244
2015,LOS,6000,245
2015,LOS,6000,245
2015,LOS,6000,246
2015,LOS,6000,246
2015,LOS,6000,246
2015,LOS,6000,247
2015,LOS,6000,247
2015,LOS,6000,247
2015,LOS,6000,247
2015,LOS,6000,249
2015,LOS,6000,249
2015,LOS,6000,249
2015,LOS,6000,249
2015,LOS,6000,249
2015,LOS,6000,250
2015,LOS,6000,250
2015,LOS,6000,251
2015,LOS,6000,251
2015,LOS,6000,251
2015,LOS,6000,251
2015,LOS,6000,252
2015,LOS,6000,252
2015,LOS,6000,252
2015,LOS,6000,252
2015,LOS,6000,253
2015,LOS,6000,254
2015,LOS,6000,254
2015,LOS,6000,254
2015,LOS,6000,254
2015,LOS,6000,255
2015,LOS,6000,255
2015,LOS,6000,255
2015,LOS,6000,255
2015,LOS,6000,255
2015,LOS,6000,255
2015,LOS,6000,255
2015,LOS,6000,256
2015,LOS,6000,257
2015,LOS,6000,257
2015,LOS,6000,257
2015,LOS,6000,257
2015,LOS,6000,257
2015,LOS,6000,257
2015,LOS,6000,259
2015,LOS,6000,259
2015,LOS,6000,260
2015,LOS,6000,260
2015,LOS,6000,261
2015,LOS,6000,261
2015,LOS,6000,262
2015,LOS,6000,262
2015,LOS,6000,263
2015,LOS,6000,263
2015,LOS,6000,264
2015,LOS,6000,264
2015,LOS,6000,264
2015,LOS,6000,265
2015,LOS,6000,266
2015,LOS,6000,266
2015,LOS,6000,267
2015,LOS,6000,267
2015,LOS,6000,267
2015,LOS,6000,268
2015,LOS,6000,268
2015,LOS,6000,269
2015,LOS,6000,270
2015,LOS,6000,272
2015,LOS,6000,272
2015,LOS,6000,274
2015,LOS,6000,275
2015,LOS,6000,276
2015,LOS,6000,276
2015,LOS,6000,276
2015,LOS,6000,277
2015,LOS,6000,279
2015,LOS,6000,280
2015,LOS,6000,281
2015,LOS,6000,283
2015,LOS,6000,284
2015,LOS,6000,287
2015,LOS,6000,297
2015,LOS,6000,301
2015,LOS,6000,309
2015,LOS,8000,117
2015,LOS,8000,133
2015,LOS,8000,136
2015,LOS,8000,151
2015,LOS,8000,160
2015,LOS,8000,170
2015,LOS,8000,170
2015,LOS,8000,172
2015,LOS,8000,174
2015,LOS,8000,176
2015,LOS,8000,178
2015,LOS,8000,179
2015,LOS,8000,181
2015,LOS,8000,184
2015,LOS,8000,184
2015,LOS,8000,184
2015,LOS,8000,186
2015,LOS,8000,186
2015,LOS,8000,189
2015,LOS,8000,189
2015,LOS,8000,189
2015,LOS,8000,190
2015,LOS,8000,192
2015,LOS,8000,192
2015,LOS,8000,192
2015,LOS,8000,192
2015,LOS,8000,193
2015,LOS,8000,194
2015,LOS,8000,195
2015,LOS,8000,195
2015,LOS,8000,196
2015,LOS,8000,197
2015,LOS,8000,198
2015,LOS,8000,198
2015,LOS,8000,199
2015,LOS,8000,200
2015,LOS,8000,200
2015,LOS,8000,200
2015,LOS,8000,200
2015,LOS,8000,201
2015,LOS,8000,201
2015,LOS,8000,201
2015,LOS,8000,201
2015,LOS,8000,202
2015,LOS,8000,203
2015,LOS,8000,203
2015,LOS,8000,204
2015,LOS,8000,204
2015,LOS,8000,204
2015,LOS,8000,204
2015,LOS,8000,204
2015,LOS,8000,205
2015,LOS,8000,205
2015,LOS,8000,205
2015,LOS,8000,205
2015,LOS,8000,205
2015,LOS,8000,205
2015,LOS,8000,206
2015,LOS,8000,206
2015,LOS,8000,206
2015,LOS,8000,206
2015,LOS,8000,206
2015,LOS,8000,207
2015,LOS,8000,207
2015,LOS,8000,207
2015,LOS,8000,207
2015,LOS,8000,207
2015,LOS,8000,207
2015,LOS,8000,207
2015,LOS,8000,208
2015,LOS,8000,208
2015,LOS,8000,208
2015,LOS,8000,208
2015,LOS,8000,208
2015,LOS,8000,209
2015,LOS,8000,209
2015,LOS,8000,209
2015,LOS,8000,209
2015,LOS,8000,209
2015,LOS,8000,210
2015,LOS,8000,210
2015,LOS,8000,210
2015,LOS,8000,210
2015,LOS,8000,211
2015,LOS,8000,211
2015,LOS,8000,212
2015,LOS,8000,213
2015,LOS,8000,213
2015,LOS,8000,213
2015,LOS,8000,213
2015,LOS,8000,214
2015,LOS,8000,214
2015,LOS,8000,214
2015,LOS,8000,214
2015,LOS,8000,214
