OID_,Value,Count,,81,,,81
1,81,1,,85,,,85
2,85,1,,86,,,86
3,86,2,,86,,,86
5,87,1,,87,,,87
6,89,1,,89,,,89
7,91,2,,91,,,91
9,93,2,,91,,,91
11,95,3,,93,,,93
14,97,1,,93,,,93
15,99,2,,95,,,95
17,100,4,,95,,,95
21,104,2,,95,,,95
23,115,1,,97,,,97
24,124,1,,99,,,99
25,127,1,,99,,,99
26,130,1,,100,,,100
27,132,1,,100,,,100
28,135,1,,100,,,100
29,136,2,,100,,,100
31,137,3,,104,,,104
34,138,1,,104,,,104
35,139,1,,115,,,115
36,141,2,,124,,,124
38,142,1,,127,,,127
39,143,2,,130,,,130
41,144,2,,132,,,132
43,145,2,,135,,,135
45,146,1,,136,,,136
46,147,1,,136,,,136
47,148,2,,137,,,137
49,149,3,,137,,,137
52,150,3,,137,,,137
55,151,6,,138,,,138
61,152,6,,139,,,139
67,153,4,,141,,,141
71,154,3,,141,,,141
74,155,3,,142,,,142
77,156,6,,143,,,143
83,157,4,,143,,,143
87,158,4,,144,,,144
91,159,3,,144,,,144
94,160,5,,145,,,145
99,161,5,,145,,,145
104,162,3,,146,,,146
107,163,2,,147,,,147
109,164,8,,148,,,148
117,165,5,,148,,,148
122,167,3,,149,,,149
125,168,1,,149,,,149
126,169,2,,149,,,149
128,171,4,,150,,,150
132,172,1,,150,,,150
133,173,1,,150,,,150
134,174,1,,151,,,151
135,176,2,,151,,,151
137,177,1,,151,,,151
138,179,1,,151,,,151
139,180,1,,151,,,151
140,184,2,,151,,,151
142,185,2,,152,,,152
144,186,1,,152,,,152
145,187,1,,152,,,152
146,188,1,,152,,,152
147,190,1,,152,,,152
148,201,1,,152,,,152
149,203,1,,153,,,153
150,206,1,,153,,,153
151,210,3,,153,,,153
154,212,2,,153,,,153
156,213,1,,154,,,154
157,214,1,,154,,,154
158,216,2,,154,,,154
160,217,2,,155,,,155
162,218,1,,155,,,155
163,220,2,,155,,,155
165,221,2,,156,,,156
167,222,5,,156,,,156
172,223,1,,156,,,156
173,224,3,,156,,,156
176,225,4,,156,,,156
180,226,3,,156,,,156
183,227,3,,157,,,157
186,228,8,,157,,,157
194,229,4,,157,,,157
198,230,5,,157,,,157
203,231,4,,158,,,158
207,232,6,,158,,,158
213,233,1,,158,,,158
214,234,3,,158,,,158
