OID_,Value,Count,,100,,,100
1,100,1,,108,,,108
2,108,1,,113,,,113
3,113,2,,113,,,113
5,116,1,,116,,,116
6,118,1,,118,,,118
7,120,1,,120,,,120
8,124,2,,124,,,124
10,125,1,,124,,,124
11,126,2,,125,,,125
13,128,3,,126,,,126
16,129,2,,126,,,126
18,130,3,,128,,,128
21,134,3,,128,,,128
24,135,2,,128,,,128
26,136,1,,129,,,129
27,137,1,,129,,,129
28,138,1,,130,,,130
29,139,1,,130,,,130
30,140,1,,130,,,130
31,142,1,,134,,,134
32,143,1,,134,,,134
33,144,2,,134,,,134
35,145,2,,135,,,135
37,147,2,,135,,,135
39,148,5,,136,,,136
44,149,1,,137,,,137
45,150,4,,138,,,138
49,151,1,,139,,,139
50,152,2,,140,,,140
52,153,2,,142,,,142
54,154,3,,143,,,143
57,155,2,,144,,,144
59,156,2,,144,,,144
61,157,1,,145,,,145
62,158,6,,145,,,145
68,159,2,,147,,,147
70,160,2,,147,,,147
72,161,4,,148,,,148
76,162,4,,148,,,148
80,163,4,,148,,,148
84,164,5,,148,,,148
89,165,1,,148,,,148
90,166,3,,149,,,149
93,167,3,,150,,,150
96,168,5,,150,,,150
101,169,4,,150,,,150
105,170,5,,150,,,150
110,171,5,,151,,,151
115,172,5,,152,,,152
120,173,2,,152,,,152
122,174,6,,153,,,153
128,175,2,,153,,,153
130,176,4,,154,,,154
134,177,8,,154,,,154
142,178,7,,154,,,154
149,179,4,,155,,,155
153,180,6,,155,,,155
159,181,2,,156,,,156
161,182,4,,156,,,156
165,183,6,,157,,,157
171,184,7,,158,,,158
178,185,4,,158,,,158
182,186,5,,158,,,158
187,187,4,,158,,,158
191,188,3,,158,,,158
194,189,1,,158,,,158
195,190,3,,159,,,159
198,191,7,,159,,,159
205,192,7,,160,,,160
212,193,1,,160,,,160
213,194,4,,161,,,161
217,195,3,,161,,,161
220,196,4,,161,,,161
224,197,3,,161,,,161
227,198,2,,162,,,162
229,199,1,,162,,,162
230,200,6,,162,,,162
236,201,1,,162,,,162
237,202,1,,163,,,163
238,203,3,,163,,,163
241,204,1,,163,,,163
242,205,1,,163,,,163
243,208,2,,164,,,164
245,209,1,,164,,,164
246,210,1,,164,,,164
247,214,2,,164,,,164
249,215,3,,164,,,164
252,216,1,,165,,,165
253,219,2,,166,,,166
255,220,1,,166,,,166
256,221,1,,166,,,166
257,227,1,,167,,,167
258,228,1,,167,,,167
259,232,1,,167,,,167
260,233,2,,168,,,168
262,234,1,,168,,,168
263,235,2,,168,,,168
265,236,1,,168,,,168
266,237,1,,168,,,168
267,238,2,,169,,,169
269,239,3,,169,,,169
272,241,5,,169,,,169
277,242,3,,169,,,169
280,243,5,,170,,,170
285,244,1,,170,,,170
286,245,3,,170,,,170
289,246,5,,170,,,170
294,247,1,,170,,,170
295,248,4,,171,,,171
299,249,4,,171,,,171
303,250,7,,171,,,171
310,251,8,,171,,,171
318,252,4,,171,,,171
322,253,11,,172,,,172
333,254,7,,172,,,172
340,255,7,,172,,,172
347,256,11,,172,,,172
358,257,8,,172,,,172
366,258,13,,173,,,173
379,259,13,,173,,,173
392,260,7,,174,,,174
399,261,9,,174,,,174
408,262,15,,174,,,174
423,263,6,,174,,,174
429,264,8,,174,,,174
437,265,16,,174,,,174
453,266,11,,175,,,175
464,267,6,,175,,,175
470,268,12,,176,,,176
482,269,12,,176,,,176
494,270,9,,176,,,176
503,271,4,,176,,,176
507,272,11,,177,,,177
518,273,8,,177,,,177
526,274,7,,177,,,177
533,275,13,,177,,,177
546,276,6,,177,,,177
552,277,7,,177,,,177
559,278,5,,177,,,177
564,279,5,,177,,,177
569,280,8,,178,,,178
577,281,6,,178,,,178
583,282,2,,178,,,178
585,283,2,,178,,,178
587,284,2,,178,,,178
589,285,1,,178,,,178
590,286,1,,178,,,178
591,287,2,,179,,,179
593,288,5,,179,,,179
598,289,4,,179,,,179
602,290,4,,179,,,179
606,291,1,,180,,,180
607,292,2,,180,,,180
609,294,1,,180,,,180
610,295,3,,180,,,180
613,298,1,,180,,,180
614,299,2,,180,,,180
616,300,1,,181,,,181
617,302,4,,181,,,181
621,303,2,,182,,,182
623,305,2,,182,,,182
625,306,1,,182,,,182
626,308,2,,182,,,182
628,309,1,,183,,,183
629,310,1,,183,,,183
630,311,2,,183,,,183
632,313,1,,183,,,183
633,314,1,,183,,,183
634,317,1,,183,,,183
635,321,1,,184,,,184
,,,,184,,,184
,,,,184,,,184
,,,,184,,,184
,,,,184,,,184
,,,,184,,,184
,,,,184,,,184
,,,,185,,,185
,,,,185,,,185
,,,,185,,,185
,,,,185,,,185
,,,,186,,,186
,,,,186,,,186
,,,,186,,,186
,,,,186,,,186
,,,,186,,,186
,,,,187,,,187
,,,,187,,,187
,,,,187,,,187
,,,,187,,,187
,,,,188,,,188
,,,,188,,,188
,,,,188,,,188
,,,,189,,,189
,,,,190,,,190
,,,,190,,,190
,,,,190,,,190
,,,,191,,,191
,,,,191,,,191
,,,,191,,,191
,,,,191,,,191
,,,,191,,,191
,,,,191,,,191
,,,,191,,,191
,,,,192,,,192
,,,,192,,,192
,,,,192,,,192
,,,,192,,,192
,,,,192,,,192
,,,,192,,,192
,,,,192,,,192
,,,,193,,,193
,,,,194,,,194
,,,,194,,,194
,,,,194,,,194
,,,,194,,,194
,,,,195,,,195
,,,,195,,,195
,,,,195,,,195
,,,,196,,,196
,,,,196,,,196
,,,,196,,,196
,,,,196,,,196
,,,,197,,,197
,,,,197,,,197
,,,,197,,,197
,,,,198,,,198
,,,,198,,,198
,,,,199,,,199
,,,,200,,,200
,,,,200,,,200
,,,,200,,,200
,,,,200,,,200
,,,,200,,,200
,,,,200,,,200
,,,,201,,,201
,,,,202,,,202
,,,,203,,,203
,,,,203,,,203
,,,,203,,,203
,,,,204,,,204
,,,,205,,,205
,,,,208,,,208
,,,,208,,,208
,,,,209,,,209
,,,,210,,,210
,,,,214,,,214
,,,,214,,,214
,,,,215,,,215
,,,,215,,,215
,,,,215,,,215
,,,,216,,,216
,,,,219,,,219
,,,,219,,,219
,,,,220,,,220
,,,,221,,,221
,,,,227,,,227
,,,,228,,,228
,,,,232,,,232
,,,,233,,,233
,,,,233,,,233
,,,,234,,,234
,,,,235,,,235
,,,,235,,,235
,,,,236,,,236
,,,,237,,,237
,,,,238,,,238
,,,,238,,,238
,,,,239,,,239
,,,,239,,,239
,,,,239,,,239
,,,,241,,,241
,,,,241,,,241
,,,,241,,,241
,,,,241,,,241
,,,,241,,,241
,,,,242,,,242
,,,,242,,,242
,,,,242,,,242
,,,,243,,,243
,,,,243,,,243
,,,,243,,,243
,,,,243,,,243
,,,,243,,,243
,,,,244,,,244
,,,,245,,,245
,,,,245,,,245
,,,,245,,,245
,,,,246,,,246
,,,,246,,,246
,,,,246,,,246
,,,,246,,,246
,,,,246,,,246
,,,,247,,,247
,,,,248,,,248
,,,,248,,,248
,,,,248,,,248
,,,,248,,,248
,,,,249,,,249
,,,,249,,,249
,,,,249,,,249
,,,,249,,,249
,,,,250,,,250
,,,,250,,,250
,,,,250,,,250
,,,,250,,,250
,,,,250,,,250
,,,,250,,,250
,,,,250,,,250
,,,,251,,,251
,,,,251,,,251
,,,,251,,,251
,,,,251,,,251
,,,,251,,,251
,,,,251,,,251
,,,,251,,,251
,,,,251,,,251
,,,,252,,,252
,,,,252,,,252
,,,,252,,,252
,,,,252,,,252
,,,,253,,,253
,,,,253,,,253
,,,,253,,,253
,,,,253,,,253
,,,,253,,,253
,,,,253,,,253
,,,,253,,,253
,,,,253,,,253
,,,,253,,,253
,,,,253,,,253
,,,,253,,,253
,,,,254,,,254
,,,,254,,,254
,,,,254,,,254
,,,,254,,,254
