OID_,VALUE,COUNT,,118,,118
1,118,1,,137,,137
2,137,1,,142,,142
3,142,1,,143,,143
4,143,1,,156,,156
5,156,1,,157,,157
6,157,1,,159,,159
7,159,1,,160,,160
8,160,1,,163,,163
9,163,1,,168,,168
10,168,1,,169,,169
11,169,1,,174,,174
12,174,1,,176,,176
13,176,1,,181,,181
14,181,1,,184,,184
15,184,1,,187,,187
16,187,1,,189,,189
17,189,1,,191,,191
18,191,2,,191,,191
20,193,1,,193,,193
21,194,2,,194,,194
23,196,4,,194,,194
27,197,2,,196,,196
29,198,1,,196,,196
30,199,6,,196,,196
36,200,1,,196,,196
37,201,4,,197,,197
41,202,2,,197,,197
43,203,2,,198,,198
45,204,3,,199,,199
48,205,2,,199,,199
50,206,4,,199,,199
54,207,4,,199,,199
58,208,3,,199,,199
61,209,7,,199,,199
68,210,4,,200,,200
72,211,3,,201,,201
75,212,3,,201,,201
78,213,5,,201,,201
83,214,12,,201,,201
95,215,7,,202,,202
102,216,8,,202,,202
110,217,7,,203,,203
117,218,10,,203,,203
127,219,11,,204,,204
138,220,8,,204,,204
146,221,7,,204,,204
153,222,6,,205,,205
159,223,10,,205,,205
169,224,12,,206,,206
181,225,5,,206,,206
186,226,11,,206,,206
197,227,12,,206,,206
209,228,6,,207,,207
215,229,13,,207,,207
228,230,6,,207,,207
234,231,11,,207,,207
245,232,6,,208,,208
251,233,12,,208,,208
263,234,17,,208,,208
280,235,11,,209,,209
291,236,10,,209,,209
301,237,15,,209,,209
316,238,10,,209,,209
326,239,7,,209,,209
333,240,8,,209,,209
341,241,9,,209,,209
350,242,12,,210,,210
362,243,13,,210,,210
375,244,11,,210,,210
386,245,6,,210,,210
392,246,10,,211,,211
402,247,12,,211,,211
414,248,6,,211,,211
420,249,11,,212,,212
431,250,3,,212,,212
434,251,5,,212,,212
439,252,4,,213,,213
443,253,6,,213,,213
449,254,5,,213,,213
454,255,6,,213,,213
460,256,12,,213,,213
472,257,2,,214,,214
474,258,1,,214,,214
475,259,2,,214,,214
477,260,4,,214,,214
481,261,1,,214,,214
482,262,6,,214,,214
488,263,2,,214,,214
490,264,3,,214,,214
493,265,4,,214,,214
497,266,4,,214,,214
501,267,2,,214,,214
503,268,3,,214,,214
506,269,4,,215,,215
510,270,2,,215,,215
512,271,2,,215,,215
514,272,3,,215,,215
517,273,5,,215,,215
522,274,1,,215,,215
523,275,3,,215,,215
526,276,3,,216,,216
529,277,3,,216,,216
532,278,1,,216,,216
533,280,3,,216,,216
536,281,1,,216,,216
537,282,2,,216,,216
539,283,1,,216,,216
,,,,216,,216
,,,,217,,217
,,,,217,,217
,,,,217,,217
,,,,217,,217
,,,,217,,217
,,,,217,,217
,,,,217,,217
,,,,218,,218
,,,,218,,218
,,,,218,,218
,,,,218,,218
,,,,218,,218
,,,,218,,218
,,,,218,,218
,,,,218,,218
,,,,218,,218
,,,,218,,218
,,,,219,,219
,,,,219,,219
,,,,219,,219
,,,,219,,219
,,,,219,,219
,,,,219,,219
,,,,219,,219
,,,,219,,219
,,,,219,,219
,,,,219,,219
,,,,219,,219
,,,,220,,220
,,,,220,,220
,,,,220,,220
,,,,220,,220
,,,,220,,220
,,,,220,,220
,,,,220,,220
,,,,220,,220
,,,,221,,221
,,,,221,,221
,,,,221,,221
,,,,221,,221
,,,,221,,221
,,,,221,,221
,,,,221,,221
,,,,222,,222
,,,,222,,222
,,,,222,,222
,,,,222,,222
,,,,222,,222
,,,,222,,222
,,,,223,,223
,,,,223,,223
,,,,223,,223
,,,,223,,223
,,,,223,,223
,,,,223,,223
,,,,223,,223
,,,,223,,223
,,,,223,,223
,,,,223,,223
