OID_,Value,Count,,1
1,1,3,,1
4,2,4,,1
8,3,2,,2
10,4,3,,2
13,5,3,,2
16,6,3,,2
19,7,2,,3
21,8,4,,3
25,9,2,,4
27,10,4,,4
31,11,4,,4
35,12,4,,5
39,13,6,,5
45,14,3,,5
48,15,7,,6
55,16,8,,6
63,17,9,,6
72,18,4,,7
76,19,5,,7
81,20,11,,8
92,21,7,,8
99,22,9,,8
108,23,10,,8
118,24,9,,9
127,25,10,,9
137,26,15,,10
152,27,12,,10
164,28,11,,10
175,29,10,,10
185,30,10,,11
195,31,11,,11
206,32,11,,11
217,33,5,,11
222,34,6,,12
228,35,8,,12
236,36,4,,12
240,37,10,,12
250,38,10,,13
260,39,12,,13
272,40,9,,13
281,41,11,,13
292,42,8,,13
300,43,4,,13
304,44,8,,14
312,45,8,,14
320,46,9,,14
329,47,17,,15
346,48,6,,15
352,49,7,,15
359,50,6,,15
365,51,8,,15
373,52,6,,15
379,53,9,,15
388,54,8,,16
396,55,7,,16
403,56,12,,16
415,57,14,,16
429,58,6,,16
435,59,8,,16
443,60,7,,16
450,61,5,,16
455,62,5,,17
460,63,10,,17
470,64,7,,17
477,65,3,,17
480,68,1,,17
481,69,1,,17
482,70,3,,17
485,343,2,,17
487,344,1,,17
488,347,1,,18
489,352,1,,18
490,357,2,,18
492,358,2,,18
494,362,1,,19
495,363,1,,19
496,364,1,,19
,,,,19
,,,,19
,,,,20
,,,,20
,,,,20
,,,,20
,,,,20
,,,,20
,,,,20
,,,,20
,,,,20
,,,,20
,,,,20
,,,,21
,,,,21
,,,,21
,,,,21
,,,,21
,,,,21
,,,,21
,,,,22
,,,,22
,,,,22
,,,,22
,,,,22
,,,,22
,,,,22
,,,,22
,,,,22
,,,,23
,,,,23
,,,,23
,,,,23
,,,,23
,,,,23
,,,,23
,,,,23
,,,,23
,,,,23
,,,,24
,,,,24
,,,,24
,,,,24
,,,,24
,,,,24
,,,,24
,,,,24
,,,,24
,,,,25
,,,,25
,,,,25
,,,,25
,,,,25
,,,,25
,,,,25
,,,,25
,,,,25
,,,,25
,,,,26
,,,,26
,,,,26
,,,,26
,,,,26
,,,,26
,,,,26
,,,,26
,,,,26
,,,,26
,,,,26
,,,,26
,,,,26
,,,,26
,,,,26
,,,,27
,,,,27
,,,,27
,,,,27
,,,,27
,,,,27
,,,,27
,,,,27
,,,,27
,,,,27
,,,,27
,,,,27
,,,,28
,,,,28
,,,,28
,,,,28
,,,,28
,,,,28
,,,,28
,,,,28
,,,,28
,,,,28
,,,,28
,,,,29
,,,,29
,,,,29
,,,,29
,,,,29
,,,,29
,,,,29
,,,,29
,,,,29
,,,,29
,,,,30
,,,,30
,,,,30
,,,,30
,,,,30
,,,,30
,,,,30
,,,,30
,,,,30
,,,,30
,,,,31
,,,,31
,,,,31
,,,,31
,,,,31
,,,,31
,,,,31
,,,,31
,,,,31
,,,,31
,,,,31
,,,,32
,,,,32
,,,,32
,,,,32
,,,,32
,,,,32
,,,,32
,,,,32
,,,,32
,,,,32
,,,,32
,,,,33
,,,,33
,,,,33
,,,,33
,,,,33
,,,,34
,,,,34
,,,,34
,,,,34
,,,,34
,,,,34
,,,,35
,,,,35
,,,,35
,,,,35
,,,,35
,,,,35
,,,,35
,,,,35
,,,,36
,,,,36
,,,,36
,,,,36
,,,,37
,,,,37
,,,,37
,,,,37
,,,,37
,,,,37
,,,,37
,,,,37
,,,,37
,,,,37
,,,,38
,,,,38
,,,,38
,,,,38
,,,,38
,,,,38
