OID_,Value,Count,,214
1,214,1,,228
2,228,1,,274
3,274,1,,286
4,286,1,,293
5,293,1,,302
6,302,1,,303
7,303,2,,303
9,306,1,,306
10,307,2,,307
12,309,2,,307
14,310,2,,309
16,311,1,,309
17,312,5,,310
22,313,5,,310
27,314,2,,311
29,315,6,,312
35,316,6,,312
41,317,1,,312
42,318,2,,312
44,319,3,,312
47,320,5,,313
52,321,3,,313
55,322,7,,313
62,323,3,,313
65,324,2,,313
67,325,5,,314
72,326,1,,314
73,328,3,,315
76,329,1,,315
77,331,1,,315
78,332,1,,315
79,334,4,,315
83,335,3,,315
86,337,1,,316
87,338,1,,316
88,339,1,,316
89,340,1,,316
90,342,3,,316
93,343,2,,316
95,345,4,,317
99,347,1,,318
100,352,1,,318
,,,,319
,,,,319
,,,,319
,,,,320
,,,,320
,,,,320
,,,,320
,,,,320
,,,,321
,,,,321
,,,,321
,,,,322
,,,,322
,,,,322
,,,,322
,,,,322
,,,,322
,,,,322
,,,,323
,,,,323
,,,,323
,,,,324
,,,,324
,,,,325
,,,,325
,,,,325
,,,,325
,,,,325
,,,,326
,,,,328
,,,,328
,,,,328
,,,,329
,,,,331
,,,,332
,,,,334
,,,,334
,,,,334
,,,,334
,,,,335
,,,,335
,,,,335
,,,,337
,,,,338
,,,,339
,,,,340
,,,,342
,,,,342
,,,,342
,,,,343
,,,,343
,,,,345
,,,,345
,,,,345
,,,,345
,,,,347
,,,,352
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
