OID_,Value,Count,,10
1,10,1,,18
2,18,1,,20
3,20,2,,20
5,24,1,,24
6,25,3,,25
9,26,1,,25
10,27,1,,25
11,28,3,,26
14,29,2,,27
16,30,1,,28
17,31,1,,28
18,32,5,,28
23,33,5,,29
28,34,4,,29
32,35,1,,30
33,37,2,,31
35,38,2,,32
37,39,1,,32
38,40,4,,32
42,41,2,,32
44,42,2,,32
46,44,2,,33
48,45,3,,33
51,46,2,,33
53,47,1,,33
54,48,2,,33
56,50,2,,34
58,52,4,,34
62,53,1,,34
63,54,3,,34
66,56,2,,35
68,57,4,,37
72,58,5,,37
77,59,2,,38
79,60,3,,38
82,61,3,,39
85,62,3,,40
88,63,3,,40
91,64,3,,40
94,65,5,,40
99,66,1,,41
100,67,1,,41
,,,,42
,,,,42
,,,,44
,,,,44
,,,,45
,,,,45
,,,,45
,,,,46
,,,,46
,,,,47
,,,,48
,,,,48
,,,,50
,,,,50
,,,,52
,,,,52
,,,,52
,,,,52
,,,,53
,,,,54
,,,,54
,,,,54
,,,,56
,,,,56
,,,,57
,,,,57
,,,,57
,,,,57
,,,,58
,,,,58
,,,,58
,,,,58
,,,,58
,,,,59
,,,,59
,,,,60
,,,,60
,,,,60
,,,,61
,,,,61
,,,,61
,,,,62
,,,,62
,,,,62
,,,,63
,,,,63
,,,,63
,,,,64
,,,,64
,,,,64
,,,,65
,,,,65
,,,,65
,,,,65
,,,,65
,,,,66
,,,,67
,,,,
