OID_,Value,Count,,129
1,129,1,,130
2,130,1,,137
3,137,1,,138
4,138,2,,138
6,144,1,,144
7,147,1,,147
8,154,1,,154
9,155,1,,155
10,156,1,,156
11,159,1,,159
12,161,2,,161
14,163,2,,161
16,166,2,,163
18,167,1,,163
19,169,1,,166
20,170,1,,166
21,171,1,,167
22,173,1,,169
23,178,1,,170
24,179,1,,171
25,181,1,,173
26,182,1,,178
27,188,1,,179
28,193,1,,181
29,197,2,,182
31,198,1,,188
32,200,2,,193
34,202,2,,197
36,203,1,,197
37,204,1,,198
38,205,2,,200
40,206,1,,200
41,207,4,,202
45,208,2,,202
47,209,1,,203
48,210,4,,204
52,211,3,,205
55,212,2,,205
57,213,2,,206
59,214,2,,207
61,215,1,,207
62,216,1,,207
63,217,1,,207
64,218,1,,208
65,219,2,,208
67,220,1,,209
68,221,4,,210
72,223,4,,210
76,224,1,,210
77,225,3,,210
80,226,5,,211
85,227,1,,211
86,228,2,,211
88,229,1,,212
89,234,1,,212
90,235,1,,213
91,237,2,,213
93,239,1,,214
94,241,1,,214
95,256,1,,215
96,260,1,,216
97,264,1,,217
98,268,1,,218
99,269,1,,219
100,271,1,,219
101,273,1,,220
102,276,1,,221
103,281,1,,221
104,282,1,,221
105,283,1,,221
106,284,1,,223
107,292,1,,223
108,293,1,,223
109,297,1,,223
110,298,1,,224
111,300,1,,225
112,303,4,,225
116,304,1,,225
117,305,2,,226
119,306,5,,226
124,307,3,,226
127,308,2,,226
129,309,3,,226
132,310,4,,227
136,311,5,,228
141,312,12,,228
153,313,5,,229
158,314,12,,234
170,315,12,,235
182,316,16,,237
198,317,5,,237
203,318,9,,239
212,319,9,,241
221,320,9,,256
230,321,9,,260
239,322,9,,264
248,323,7,,268
255,324,10,,269
265,325,11,,271
276,326,5,,273
281,327,1,,276
282,328,1,,281
283,329,7,,282
290,330,3,,283
293,331,1,,284
294,332,3,,292
297,333,6,,293
303,334,4,,297
307,335,4,,298
311,336,3,,300
314,337,9,,303
323,338,5,,303
328,339,4,,303
332,340,6,,303
338,341,5,,304
343,342,8,,305
351,343,5,,305
356,344,5,,306
361,345,12,,306
373,346,5,,306
378,347,5,,306
383,348,9,,306
392,349,7,,307
399,350,6,,307
405,351,6,,307
411,352,2,,308
413,353,5,,308
418,354,7,,309
425,355,7,,309
432,356,5,,309
437,358,4,,310
441,359,2,,310
443,360,1,,310
444,361,2,,310
446,362,1,,311
447,363,3,,311
450,364,2,,311
452,367,1,,311
453,368,1,,311
454,369,1,,312
455,373,1,,312
,,,,312
,,,,312
,,,,312
,,,,312
,,,,312
,,,,312
,,,,312
,,,,312
,,,,312
,,,,312
,,,,313
,,,,313
,,,,313
,,,,313
,,,,313
,,,,314
,,,,314
,,,,314
,,,,314
,,,,314
,,,,314
,,,,314
,,,,314
,,,,314
,,,,314
,,,,314
,,,,314
,,,,315
,,,,315
,,,,315
,,,,315
,,,,315
,,,,315
,,,,315
,,,,315
,,,,315
,,,,315
,,,,315
,,,,315
,,,,316
,,,,316
,,,,316
,,,,316
