OID_,Value,Count,,8
1,8,1,,19
2,19,2,,19
4,23,3,,23
7,24,1,,23
8,27,2,,23
10,28,1,,24
11,29,2,,27
13,31,4,,27
17,32,1,,28
18,33,1,,29
19,34,2,,29
21,35,2,,31
23,36,3,,31
26,37,2,,31
28,39,2,,31
30,40,1,,32
31,41,2,,33
33,42,1,,34
34,43,3,,34
37,44,1,,35
38,46,2,,35
40,47,2,,36
42,48,1,,36
43,50,1,,36
44,51,1,,37
45,52,2,,37
47,53,1,,39
48,55,1,,39
49,56,2,,40
51,57,2,,41
,,,,41
,,,,42
,,,,43
,,,,43
,,,,43
,,,,44
,,,,46
,,,,46
,,,,47
,,,,47
,,,,48
,,,,50
,,,,51
,,,,52
,,,,52
,,,,53
,,,,55
,,,,56
,,,,56
,,,,57
,,,,57
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
