OID_,Value,Count,,228
1,228,1,,252
2,252,1,,259
3,259,1,,265
4,265,1,,289
5,289,1,,295
6,295,1,,298
7,298,1,,301
8,301,1,,303
9,303,4,,303
13,304,2,,303
15,306,2,,303
17,307,5,,304
22,308,4,,304
26,309,2,,306
28,310,2,,306
30,311,6,,307
36,312,2,,307
38,313,1,,307
39,314,5,,307
44,315,5,,307
49,316,3,,308
52,317,6,,308
58,318,2,,308
60,319,5,,308
65,320,2,,309
67,321,6,,309
73,322,9,,310
82,323,4,,310
86,324,4,,311
90,325,6,,311
96,326,3,,311
99,327,6,,311
105,328,8,,311
113,329,7,,311
120,330,2,,312
122,331,2,,312
124,332,3,,313
127,333,4,,314
131,334,3,,314
134,335,3,,314
137,336,2,,314
139,337,2,,314
141,338,4,,315
145,339,2,,315
147,340,4,,315
151,342,5,,315
156,343,2,,315
158,344,5,,316
163,345,6,,316
169,346,2,,316
171,347,1,,317
172,348,3,,317
175,349,3,,317
178,350,2,,317
180,351,1,,317
181,357,1,,317
,,,,318
,,,,318
,,,,319
,,,,319
,,,,319
,,,,319
,,,,319
,,,,320
,,,,320
,,,,321
,,,,321
,,,,321
,,,,321
,,,,321
,,,,321
,,,,322
,,,,322
,,,,322
,,,,322
,,,,322
,,,,322
,,,,322
,,,,322
,,,,322
,,,,323
,,,,323
,,,,323
,,,,323
,,,,324
,,,,324
,,,,324
,,,,324
,,,,325
,,,,325
,,,,325
,,,,325
,,,,325
,,,,325
,,,,326
,,,,326
,,,,326
,,,,327
,,,,327
,,,,327
,,,,327
,,,,327
,,,,327
,,,,328
,,,,328
,,,,328
,,,,328
,,,,328
,,,,328
,,,,328
,,,,328
,,,,329
,,,,329
,,,,329
,,,,329
,,,,329
,,,,329
,,,,329
,,,,330
,,,,330
,,,,331
,,,,331
,,,,332
,,,,332
,,,,332
,,,,333
,,,,333
,,,,333
,,,,333
,,,,334
,,,,334
,,,,334
,,,,335
,,,,335
,,,,335
,,,,336
,,,,336
,,,,337
,,,,337
,,,,338
,,,,338
,,,,338
,,,,338
,,,,339
,,,,339
,,,,340
,,,,340
,,,,340
,,,,340
,,,,342
,,,,342
,,,,342
,,,,342
,,,,342
,,,,343
,,,,343
,,,,344
,,,,344
,,,,344
,,,,344
,,,,344
,,,,345
,,,,345
,,,,345
,,,,345
,,,,345
,,,,345
,,,,346
,,,,346
,,,,347
,,,,348
,,,,348
,,,,348
,,,,349
,,,,349
,,,,349
,,,,350
,,,,350
,,,,351
,,,,357
,,,,
,,,,
