OID_,Value,Count
,75,1.000000000000000
,82,1.000000000000000
,85,1.000000000000000
,88,1.000000000000000
,90,2.000000000000000
,93,2.000000000000000
,94,2.000000000000000
,96,7.000000000000000
,97,6.000000000000000
,98,10.000000000000000
,99,6.000000000000000
,100,11.000000000000000
,101,5.000000000000000
,102,7.000000000000000
,103,9.000000000000000
,104,6.000000000000000
,105,10.000000000000000
,106,16.000000000000000
,107,14.000000000000000
,108,13.000000000000000
,109,16.000000000000000
,110,23.000000000000000
,111,40.000000000000000
,112,21.000000000000000
,113,30.000000000000000
,114,27.000000000000000
,115,26.000000000000000
,116,43.000000000000000
,117,29.000000000000000
,118,33.000000000000000
,119,42.000000000000000
,120,39.000000000000000
,121,48.000000000000000
,122,45.000000000000000
,123,50.000000000000000
,124,48.000000000000000
,125,62.000000000000000
,126,54.000000000000000
,127,50.000000000000000
,128,60.000000000000000
,129,67.000000000000000
,130,64.000000000000000
,131,56.000000000000000
,132,80.000000000000000
,133,61.000000000000000
,134,55.000000000000000
,135,65.000000000000000
,136,75.000000000000000
,137,67.000000000000000
,138,81.000000000000000
,139,66.000000000000000
,140,69.000000000000000
,141,73.000000000000000
,142,64.000000000000000
,143,83.000000000000000
,144,63.000000000000000
,145,49.000000000000000
,146,63.000000000000000
,147,56.000000000000000
,148,47.000000000000000
,149,62.000000000000000
,150,41.000000000000000
,151,52.000000000000000
,152,50.000000000000000
,153,57.000000000000000
,154,41.000000000000000
,155,32.000000000000000
,156,37.000000000000000
,157,35.000000000000000
,158,34.000000000000000
,159,43.000000000000000
,160,37.000000000000000
,161,34.000000000000000
,162,43.000000000000000
,163,37.000000000000000
,164,38.000000000000000
,165,28.000000000000000
,166,24.000000000000000
,167,36.000000000000000
,168,41.000000000000000
,169,34.000000000000000
,170,33.000000000000000
,171,24.000000000000000
,172,31.000000000000000
,173,24.000000000000000
,174,22.000000000000000
,175,21.000000000000000
,176,21.000000000000000
,177,17.000000000000000
,178,20.000000000000000
,179,27.000000000000000
,180,27.000000000000000
,181,24.000000000000000
,182,25.000000000000000
,183,21.000000000000000
,184,36.000000000000000
,185,29.000000000000000
,186,19.000000000000000
,187,25.000000000000000
,188,31.000000000000000
,189,32.000000000000000
,190,30.000000000000000
,191,42.000000000000000
,192,38.000000000000000
,193,38.000000000000000
,194,38.000000000000000
,195,54.000000000000000
,196,46.000000000000000
,197,49.000000000000000
,198,75.000000000000000
,199,46.000000000000000
,200,84.000000000000000
,201,64.000000000000000
,202,68.000000000000000
,203,85.000000000000000
,204,70.000000000000000
,205,85.000000000000000
,206,82.000000000000000
,207,104.000000000000000
,208,87.000000000000000
,209,89.000000000000000
,210,102.000000000000000
,211,86.000000000000000
,212,108.000000000000000
,213,84.000000000000000
,214,99.000000000000000
,215,100.000000000000000
,216,100.000000000000000
,217,92.000000000000000
,218,84.000000000000000
,219,71.000000000000000
,220,62.000000000000000
,221,66.000000000000000
,222,78.000000000000000
,223,78.000000000000000
,224,57.000000000000000
,225,66.000000000000000
,226,60.000000000000000
,227,51.000000000000000
,228,48.000000000000000
,229,47.000000000000000
,230,48.000000000000000
,231,46.000000000000000
,232,34.000000000000000
,233,35.000000000000000
,234,43.000000000000000
,235,34.000000000000000
,236,51.000000000000000
,237,34.000000000000000
,238,35.000000000000000
,239,29.000000000000000
,240,20.000000000000000
,241,26.000000000000000
,242,39.000000000000000
,243,22.000000000000000
,244,18.000000000000000
,245,22.000000000000000
,246,20.000000000000000
,247,23.000000000000000
,248,13.000000000000000
,249,15.000000000000000
,250,18.000000000000000
,251,11.000000000000000
,252,21.000000000000000
,253,14.000000000000000
,254,17.000000000000000
,255,9.000000000000000
,256,18.000000000000000
,257,11.000000000000000
,258,14.000000000000000
,259,14.000000000000000
,260,17.000000000000000
,261,12.000000000000000
,262,16.000000000000000
,263,11.000000000000000
,264,23.000000000000000
,265,23.000000000000000
,266,25.000000000000000
,267,16.000000000000000
,268,14.000000000000000
,269,15.000000000000000
,270,18.000000000000000
,271,19.000000000000000
,272,21.000000000000000
,273,29.000000000000000
,274,21.000000000000000
,275,23.000000000000000
,276,25.000000000000000
,277,25.000000000000000
,278,24.000000000000000
,279,19.000000000000000
,280,29.000000000000000
,281,23.000000000000000
,282,32.000000000000000
,283,33.000000000000000
,284,26.000000000000000
,285,31.000000000000000
,286,31.000000000000000
,287,46.000000000000000
,288,46.000000000000000
,289,29.000000000000000
,290,48.000000000000000
,291,30.000000000000000
,292,40.000000000000000
,293,37.000000000000000
,294,36.000000000000000
,295,46.000000000000000
,296,38.000000000000000
,297,37.000000000000000
,298,50.000000000000000
,299,36.000000000000000
,300,41.000000000000000
,301,42.000000000000000
,302,52.000000000000000
,303,52.000000000000000
,304,44.000000000000000
,305,44.000000000000000
,306,45.000000000000000
,307,44.000000000000000
,308,46.000000000000000
,309,54.000000000000000
,310,50.000000000000000
,311,35.000000000000000
,312,34.000000000000000
,313,46.000000000000000
,314,37.000000000000000
,315,40.000000000000000
,316,32.000000000000000
,317,28.000000000000000
,318,39.000000000000000
,319,38.000000000000000
,320,32.000000000000000
,321,37.000000000000000
,322,17.000000000000000
,323,8.000000000000000
,324,25.000000000000000
,325,11.000000000000000
,326,15.000000000000000
,327,15.000000000000000
,328,7.000000000000000
,329,5.000000000000000
,330,7.000000000000000
,331,6.000000000000000
,332,3.000000000000000
,333,2.000000000000000
,334,2.000000000000000
,335,2.000000000000000
,339,1.000000000000000
,340,1.000000000000000
,341,1.000000000000000
,347,1.000000000000000
