OID_,Value,Count
,194,1.000000000000000
,205,1.000000000000000
,224,1.000000000000000
,226,1.000000000000000
,232,1.000000000000000
,237,2.000000000000000
,239,1.000000000000000
,241,1.000000000000000
,243,2.000000000000000
,246,1.000000000000000
,247,2.000000000000000
,248,2.000000000000000
,250,2.000000000000000
,252,1.000000000000000
,253,1.000000000000000
,255,2.000000000000000
,256,1.000000000000000
,257,3.000000000000000
,258,3.000000000000000
,259,1.000000000000000
,260,2.000000000000000
,261,4.000000000000000
,262,3.000000000000000
,263,4.000000000000000
,265,1.000000000000000
,266,2.000000000000000
,267,5.000000000000000
,268,3.000000000000000
,269,2.000000000000000
,270,2.000000000000000
,271,1.000000000000000
,272,4.000000000000000
,273,4.000000000000000
,275,2.000000000000000
,276,3.000000000000000
,277,4.000000000000000
,278,4.000000000000000
,279,7.000000000000000
,280,8.000000000000000
,281,6.000000000000000
,282,8.000000000000000
,283,6.000000000000000
,284,4.000000000000000
,285,6.000000000000000
,286,3.000000000000000
,287,2.000000000000000
,288,4.000000000000000
,289,1.000000000000000
,290,4.000000000000000
,291,3.000000000000000
,292,3.000000000000000
,293,1.000000000000000
,294,5.000000000000000
,295,6.000000000000000
,296,5.000000000000000
,297,4.000000000000000
,298,2.000000000000000
,299,2.000000000000000
,300,3.000000000000000
,301,1.000000000000000
,302,1.000000000000000
,303,2.000000000000000
,309,1.000000000000000
,310,1.000000000000000
,313,1.000000000000000
,315,1.000000000000000
