OID_,Value,Count
,30,1.000000000000000
,97,1.000000000000000
,99,1.000000000000000
,100,1.000000000000000
,102,1.000000000000000
,104,2.000000000000000
,105,4.000000000000000
,106,3.000000000000000
,107,4.000000000000000
,108,6.000000000000000
,109,16.000000000000000
,110,7.000000000000000
,111,11.000000000000000
,112,12.000000000000000
,113,13.000000000000000
,114,12.000000000000000
,115,25.000000000000000
,116,30.000000000000000
,117,24.000000000000000
,118,25.000000000000000
,119,45.000000000000000
,120,35.000000000000000
,121,43.000000000000000
,122,38.000000000000000
,123,46.000000000000000
,124,61.000000000000000
,125,66.000000000000000
,126,79.000000000000000
,127,71.000000000000000
,128,67.000000000000000
,129,82.000000000000000
,130,65.000000000000000
,131,79.000000000000000
,132,60.000000000000000
,133,69.000000000000000
,134,56.000000000000000
,135,55.000000000000000
,136,54.000000000000000
,137,60.000000000000000
,138,71.000000000000000
,139,57.000000000000000
,140,50.000000000000000
,141,41.000000000000000
,142,52.000000000000000
,143,46.000000000000000
,144,59.000000000000000
,145,52.000000000000000
,146,35.000000000000000
,147,45.000000000000000
,148,46.000000000000000
,149,43.000000000000000
,150,51.000000000000000
,151,61.000000000000000
,152,52.000000000000000
,153,59.000000000000000
,154,52.000000000000000
,155,38.000000000000000
,156,54.000000000000000
,157,37.000000000000000
,158,53.000000000000000
,159,43.000000000000000
,160,52.000000000000000
,161,35.000000000000000
,162,43.000000000000000
,163,42.000000000000000
,164,43.000000000000000
,165,51.000000000000000
,166,45.000000000000000
,167,52.000000000000000
,168,46.000000000000000
,169,34.000000000000000
,170,36.000000000000000
,171,40.000000000000000
,172,32.000000000000000
,173,21.000000000000000
,174,40.000000000000000
,175,27.000000000000000
,176,30.000000000000000
,177,21.000000000000000
,178,20.000000000000000
,179,12.000000000000000
,180,14.000000000000000
,181,15.000000000000000
,182,26.000000000000000
,183,13.000000000000000
,184,16.000000000000000
,185,17.000000000000000
,186,15.000000000000000
,187,20.000000000000000
,188,16.000000000000000
,189,13.000000000000000
,190,18.000000000000000
,191,14.000000000000000
,192,13.000000000000000
,193,4.000000000000000
,194,20.000000000000000
,195,20.000000000000000
,196,19.000000000000000
,197,18.000000000000000
,198,14.000000000000000
,199,13.000000000000000
,200,22.000000000000000
,201,15.000000000000000
,202,17.000000000000000
,203,16.000000000000000
,204,13.000000000000000
,205,18.000000000000000
,206,13.000000000000000
,207,15.000000000000000
,208,18.000000000000000
,209,24.000000000000000
,210,25.000000000000000
,211,24.000000000000000
,212,29.000000000000000
,213,26.000000000000000
,214,26.000000000000000
,215,43.000000000000000
,216,34.000000000000000
,217,35.000000000000000
,218,31.000000000000000
,219,37.000000000000000
,220,62.000000000000000
,221,54.000000000000000
,222,63.000000000000000
,223,70.000000000000000
,224,55.000000000000000
,225,74.000000000000000
,226,101.000000000000000
,227,121.000000000000000
,228,114.000000000000000
,229,121.000000000000000
,230,144.000000000000000
,231,141.000000000000000
,232,153.000000000000000
,233,220.000000000000000
,234,222.000000000000000
,235,213.000000000000000
,236,214.000000000000000
,237,211.000000000000000
,238,146.000000000000000
,239,170.000000000000000
,240,106.000000000000000
,241,71.000000000000000
,242,47.000000000000000
,243,32.000000000000000
,244,21.000000000000000
,245,19.000000000000000
,246,23.000000000000000
,247,21.000000000000000
,248,9.000000000000000
,249,11.000000000000000
,250,12.000000000000000
,251,8.000000000000000
,252,9.000000000000000
,253,14.000000000000000
,254,4.000000000000000
,255,2.000000000000000
,256,7.000000000000000
,257,4.000000000000000
,258,7.000000000000000
,259,5.000000000000000
,260,4.000000000000000
,261,6.000000000000000
,262,6.000000000000000
,263,8.000000000000000
,264,6.000000000000000
,265,4.000000000000000
,266,7.000000000000000
,267,7.000000000000000
,268,5.000000000000000
,269,7.000000000000000
,270,5.000000000000000
,271,3.000000000000000
,272,6.000000000000000
,273,6.000000000000000
,274,5.000000000000000
,275,4.000000000000000
,276,3.000000000000000
,277,8.000000000000000
,278,10.000000000000000
,279,15.000000000000000
,280,8.000000000000000
,281,5.000000000000000
,282,5.000000000000000
,283,5.000000000000000
,284,6.000000000000000
,285,4.000000000000000
,286,7.000000000000000
,287,6.000000000000000
,288,6.000000000000000
,289,4.000000000000000
,290,7.000000000000000
,291,4.000000000000000
,292,5.000000000000000
,293,5.000000000000000
,294,4.000000000000000
,295,4.000000000000000
,296,12.000000000000000
,297,7.000000000000000
,298,9.000000000000000
,299,15.000000000000000
,300,8.000000000000000
,301,17.000000000000000
,302,15.000000000000000
,303,12.000000000000000
,304,22.000000000000000
,305,16.000000000000000
,306,15.000000000000000
,307,16.000000000000000
,308,14.000000000000000
,309,25.000000000000000
,310,17.000000000000000
,311,21.000000000000000
,312,26.000000000000000
,313,21.000000000000000
,314,26.000000000000000
,315,30.000000000000000
,316,32.000000000000000
,317,25.000000000000000
,318,29.000000000000000
,319,34.000000000000000
,320,30.000000000000000
,321,27.000000000000000
,322,31.000000000000000
,323,40.000000000000000
,324,30.000000000000000
,325,37.000000000000000
,326,31.000000000000000
,327,26.000000000000000
,328,25.000000000000000
,329,30.000000000000000
,330,25.000000000000000
,331,24.000000000000000
,332,23.000000000000000
,333,18.000000000000000
,334,21.000000000000000
,335,23.000000000000000
,336,24.000000000000000
,337,27.000000000000000
,338,34.000000000000000
,339,31.000000000000000
,340,32.000000000000000
,341,42.000000000000000
,342,40.000000000000000
,343,43.000000000000000
,344,45.000000000000000
,345,62.000000000000000
,346,44.000000000000000
,347,50.000000000000000
,348,52.000000000000000
,349,53.000000000000000
,350,37.000000000000000
,351,40.000000000000000
,352,49.000000000000000
,353,48.000000000000000
,354,57.000000000000000
,355,50.000000000000000
,356,44.000000000000000
,357,39.000000000000000
,358,52.000000000000000
,359,34.000000000000000
,360,24.000000000000000
,361,22.000000000000000
,362,16.000000000000000
,363,12.000000000000000
,364,6.000000000000000
,366,5.000000000000000
,367,1.000000000000000
,368,4.000000000000000
,369,4.000000000000000
,370,1.000000000000000
,371,2.000000000000000
,377,1.000000000000000
,385,1.000000000000000
,418,1.000000000000000
