OID_,Value,Count
,8,2.000000000000000
,9,7.000000000000000
,10,2.000000000000000
,11,8.000000000000000
,12,2.000000000000000
,14,2.000000000000000
,16,6.000000000000000
,17,5.000000000000000
,19,4.000000000000000
,20,7.000000000000000
,21,12.000000000000000
,22,16.000000000000000
,23,8.000000000000000
,24,13.000000000000000
,25,7.000000000000000
,26,19.000000000000000
,27,12.000000000000000
,28,16.000000000000000
,29,11.000000000000000
,30,17.000000000000000
,31,9.000000000000000
,32,8.000000000000000
,33,13.000000000000000
,34,7.000000000000000
,35,31.000000000000000
,36,14.000000000000000
,37,4.000000000000000
,38,6.000000000000000
,39,13.000000000000000
,40,12.000000000000000
,41,18.000000000000000
,42,13.000000000000000
,43,13.000000000000000
,44,10.000000000000000
,45,12.000000000000000
,46,5.000000000000000
,47,21.000000000000000
,48,18.000000000000000
,49,26.000000000000000
,50,21.000000000000000
,51,22.000000000000000
,52,15.000000000000000
,53,4.000000000000000
,54,15.000000000000000
,55,14.000000000000000
,56,20.000000000000000
,57,14.000000000000000
,58,26.000000000000000
,59,28.000000000000000
,60,36.000000000000000
,61,15.000000000000000
,62,15.000000000000000
,63,27.000000000000000
,64,10.000000000000000
,65,8.000000000000000
,67,7.000000000000000
,68,6.000000000000000
,69,2.000000000000000
,70,2.000000000000000
,71,3.000000000000000
,202,4.000000000000000
,216,2.000000000000000
